Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,2893.6298828125,2864.739990234375,2864.739990234375,2888.679931640625,3498150000,2888.679931640625
2019-08-19,2931.0,2913.47998046875,2913.47998046875,2923.64990234375,3212880000,2923.64990234375
2019-08-20,2923.6298828125,2899.60009765625,2919.010009765625,2900.510009765625,3066300000,2900.510009765625
2019-08-21,2928.72998046875,2917.909912109375,2922.0400390625,2924.429931640625,3011190000,2924.429931640625
2019-08-22,2939.080078125,2904.510009765625,2930.93994140625,2922.949951171875,2890880000,2922.949951171875
2019-08-23,2927.010009765625,2834.969970703125,2911.070068359375,2847.110107421875,3937300000,2847.110107421875
2019-08-26,2879.27001953125,2856.0,2866.699951171875,2878.3798828125,2857600000,2878.3798828125
2019-08-27,2898.7900390625,2860.590087890625,2893.139892578125,2869.159912109375,3533630000,2869.159912109375
2019-08-28,2890.030029296875,2853.050048828125,2861.280029296875,2887.93994140625,3097420000,2887.93994140625
2019-08-29,2930.5,2905.669921875,2910.3701171875,2924.580078125,3176190000,2924.580078125
2019-08-30,2940.429931640625,2913.320068359375,2937.090087890625,2926.4599609375,3008450000,2926.4599609375
2019-09-03,2914.389892578125,2891.85009765625,2909.010009765625,2906.27001953125,3426790000,2906.27001953125
2019-09-04,2938.840087890625,2921.860107421875,2924.669921875,2937.780029296875,3163260000,2937.780029296875
2019-09-05,2985.860107421875,2960.60009765625,2960.60009765625,2976.0,3890700000,2976.0
2019-09-06,2985.030029296875,2972.510009765625,2980.330078125,2978.7099609375,3208280000,2978.7099609375
2019-09-09,2989.429931640625,2969.389892578125,2988.429931640625,2978.429931640625,4002890000,2978.429931640625
2019-09-10,2979.389892578125,2957.010009765625,2971.010009765625,2979.389892578125,4390770000,2979.389892578125
2019-09-11,3000.929931640625,2975.31005859375,2981.409912109375,3000.929931640625,3927550000,3000.929931640625
2019-09-12,3020.739990234375,3000.919921875,3009.080078125,3009.570068359375,3791860000,3009.570068359375
2019-09-13,3017.330078125,3002.89990234375,3012.2099609375,3007.389892578125,3520060000,3007.389892578125
2019-09-16,3002.18994140625,2990.669921875,2996.409912109375,2997.9599609375,4274640000,2997.9599609375
2019-09-17,3006.2099609375,2993.72998046875,2995.669921875,3005.699951171875,3671840000,3005.699951171875
2019-09-18,3007.830078125,2978.570068359375,3001.5,3006.72998046875,3435540000,3006.72998046875
2019-09-19,3021.989990234375,3003.159912109375,3010.360107421875,3006.7900390625,3251290000,3006.7900390625
2019-09-20,3016.3701171875,2984.679931640625,3008.419921875,2992.070068359375,6094740000,2992.070068359375
2019-09-23,2999.14990234375,2982.22998046875,2983.5,2991.780029296875,3186590000,2991.780029296875
2019-09-24,3007.97998046875,2957.72998046875,3002.429931640625,2966.60009765625,3868160000,2966.60009765625
2019-09-25,2989.820068359375,2952.860107421875,2968.35009765625,2984.8701171875,3318870000,2984.8701171875
2019-09-26,2987.280029296875,2963.7099609375,2985.72998046875,2977.6201171875,3077240000,2977.6201171875
2019-09-27,2987.31005859375,2945.530029296875,2985.469970703125,2961.7900390625,3243650000,2961.7900390625
2019-09-30,2983.85009765625,2967.070068359375,2967.070068359375,2976.739990234375,3247610000,2976.739990234375
2019-10-01,2992.530029296875,2938.699951171875,2983.68994140625,2940.25,3558040000,2940.25
2019-10-02,2924.780029296875,2874.929931640625,2924.780029296875,2887.610107421875,3912520000,2887.610107421875
2019-10-03,2911.1298828125,2855.93994140625,2885.3798828125,2910.6298828125,3503640000,2910.6298828125
2019-10-04,2953.739990234375,2918.56005859375,2918.56005859375,2952.010009765625,2990830000,2952.010009765625
2019-10-07,2959.75,2935.679931640625,2944.22998046875,2938.7900390625,2940140000,2938.7900390625
2019-10-08,2925.469970703125,2892.659912109375,2920.39990234375,2893.06005859375,3356450000,2893.06005859375
2019-10-09,2929.320068359375,2907.409912109375,2911.10009765625,2919.39990234375,2726820000,2919.39990234375
2019-10-10,2948.4599609375,2917.1201171875,2918.550048828125,2938.1298828125,3217250000,2938.1298828125
2019-10-11,2993.280029296875,2963.070068359375,2963.070068359375,2970.27001953125,3580460000,2970.27001953125
2019-10-14,2972.840087890625,2962.93994140625,2965.81005859375,2966.14990234375,2557020000,2966.14990234375
2019-10-15,3003.280029296875,2973.610107421875,2973.610107421875,2995.679931640625,3340740000,2995.679931640625
2019-10-16,2997.5400390625,2985.199951171875,2989.679931640625,2989.68994140625,3222570000,2989.68994140625
2019-10-17,3008.2900390625,2991.7900390625,3000.77001953125,2997.949951171875,3115960000,2997.949951171875
2019-10-18,3000.0,2976.31005859375,2996.840087890625,2986.199951171875,3264290000,2986.199951171875
2019-10-21,3007.330078125,2995.35009765625,2996.47998046875,3006.719970703125,3271620000,3006.719970703125
2019-10-22,3014.570068359375,2995.0400390625,3010.72998046875,2995.989990234375,3523890000,2995.989990234375
2019-10-23,3004.780029296875,2991.2099609375,2994.010009765625,3004.52001953125,3392870000,3004.52001953125
2019-10-24,3016.070068359375,3000.419921875,3014.780029296875,3010.2900390625,3692600000,3010.2900390625
2019-10-25,3027.389892578125,3001.93994140625,3003.320068359375,3022.550048828125,3370370000,3022.550048828125
2019-10-28,3044.080078125,3032.1201171875,3032.1201171875,3039.419921875,3521230000,3039.419921875
2019-10-29,3047.8701171875,3034.81005859375,3035.389892578125,3036.889892578125,3589930000,3036.889892578125
2019-10-30,3050.10009765625,3025.9599609375,3039.739990234375,3046.77001953125,3776030000,3046.77001953125
2019-10-31,3046.89990234375,3023.18994140625,3046.89990234375,3037.56005859375,4139280000,3037.56005859375
2019-11-01,3066.949951171875,3050.719970703125,3050.719970703125,3066.909912109375,3930200000,3066.909912109375
2019-11-04,3085.199951171875,3074.8701171875,3078.9599609375,3078.27001953125,4146850000,3078.27001953125
2019-11-05,3083.949951171875,3072.14990234375,3080.800048828125,3074.6201171875,4486130000,3074.6201171875
2019-11-06,3078.340087890625,3065.889892578125,3075.10009765625,3076.780029296875,4458190000,3076.780029296875
2019-11-07,3097.77001953125,3080.22998046875,3087.02001953125,3085.179931640625,4144640000,3085.179931640625
2019-11-08,3093.090087890625,3073.580078125,3081.25,3093.080078125,3499150000,3093.080078125
2019-11-11,3088.330078125,3075.820068359375,3080.330078125,3087.010009765625,3035530000,3087.010009765625
2019-11-12,3102.610107421875,3084.72998046875,3089.280029296875,3091.840087890625,3466010000,3091.840087890625
2019-11-13,3098.06005859375,3078.800048828125,3084.179931640625,3094.0400390625,3509280000,3094.0400390625
2019-11-14,3098.199951171875,3083.260009765625,3090.75,3096.6298828125,3276070000,3096.6298828125
2019-11-15,3120.4599609375,3104.60009765625,3107.919921875,3120.4599609375,3335650000,3120.4599609375
2019-11-18,3124.169921875,3112.06005859375,3117.909912109375,3122.030029296875,3436690000,3122.030029296875
2019-11-19,3127.639892578125,3113.469970703125,3127.449951171875,3120.179931640625,3590070000,3120.179931640625
2019-11-20,3118.969970703125,3091.409912109375,3114.659912109375,3108.4599609375,4034890000,3108.4599609375
2019-11-21,3110.110107421875,3094.550048828125,3108.489990234375,3103.5400390625,3720560000,3103.5400390625
2019-11-22,3112.8701171875,3099.260009765625,3111.409912109375,3110.2900390625,3226780000,3110.2900390625
2019-11-25,3133.830078125,3117.43994140625,3117.43994140625,3133.639892578125,3511530000,3133.639892578125
2019-11-26,3142.68994140625,3131.0,3134.85009765625,3140.52001953125,4595590000,3140.52001953125
2019-11-27,3154.260009765625,3143.409912109375,3145.489990234375,3153.6298828125,3033090000,3153.6298828125
2019-11-29,3150.300048828125,3139.340087890625,3147.179931640625,3140.97998046875,1743020000,3140.97998046875
2019-12-02,3144.31005859375,3110.780029296875,3143.85009765625,3113.8701171875,3268740000,3113.8701171875
2019-12-03,3094.969970703125,3070.330078125,3087.409912109375,3093.199951171875,3653390000,3093.199951171875
2019-12-04,3119.3798828125,3102.530029296875,3103.5,3112.760009765625,3695030000,3112.760009765625
2019-12-05,3119.449951171875,3103.760009765625,3119.2099609375,3117.429931640625,3355750000,3117.429931640625
2019-12-06,3150.60009765625,3134.6201171875,3134.6201171875,3145.909912109375,3479480000,3145.909912109375
2019-12-09,3148.8701171875,3135.4599609375,3141.860107421875,3135.9599609375,3345990000,3135.9599609375
2019-12-10,3142.1201171875,3126.090087890625,3135.360107421875,3132.52001953125,3343790000,3132.52001953125
2019-12-11,3143.97998046875,3133.2099609375,3135.75,3141.6298828125,3252540000,3141.6298828125
2019-12-12,3176.280029296875,3138.469970703125,3141.22998046875,3168.570068359375,3990690000,3168.570068359375
2019-12-13,3182.679931640625,3156.510009765625,3166.64990234375,3168.800048828125,3736870000,3168.800048828125
2019-12-16,3197.7099609375,3183.6298828125,3183.6298828125,3191.449951171875,4051790000,3191.449951171875
2019-12-17,3198.219970703125,3191.030029296875,3195.39990234375,3192.52001953125,3837540000,3192.52001953125
2019-12-18,3198.47998046875,3191.139892578125,3195.2099609375,3191.139892578125,4014080000,3191.139892578125
2019-12-19,3205.47998046875,3192.320068359375,3192.320068359375,3205.3701171875,3720450000,3205.3701171875
2019-12-20,3225.64990234375,3216.030029296875,3223.330078125,3221.219970703125,6454270000,3221.219970703125
2019-12-23,3227.780029296875,3222.300048828125,3226.050048828125,3224.010009765625,3060610000,3224.010009765625
2019-12-24,3226.429931640625,3220.510009765625,3225.449951171875,3223.3798828125,1296540000,3223.3798828125
2019-12-26,3240.080078125,3227.199951171875,3227.199951171875,3239.909912109375,2160680000,3239.909912109375
2019-12-27,3247.929931640625,3234.3701171875,3247.22998046875,3240.02001953125,2428670000,3240.02001953125
2019-12-30,3240.919921875,3216.570068359375,3240.090087890625,3221.2900390625,3013290000,3221.2900390625
2019-12-31,3231.719970703125,3212.030029296875,3215.179931640625,3230.780029296875,2893810000,3230.780029296875
2020-01-02,3258.139892578125,3235.530029296875,3244.669921875,3257.85009765625,3458250000,3257.85009765625
2020-01-03,3246.14990234375,3222.340087890625,3226.360107421875,3234.85009765625,3461290000,3234.85009765625
2020-01-06,3246.840087890625,3214.639892578125,3217.550048828125,3246.280029296875,3674070000,3246.280029296875
2020-01-07,3244.909912109375,3232.429931640625,3241.860107421875,3237.179931640625,3420380000,3237.179931640625
2020-01-08,3267.070068359375,3236.669921875,3238.590087890625,3253.050048828125,3720890000,3253.050048828125
2020-01-09,3275.580078125,3263.669921875,3266.030029296875,3274.699951171875,3638390000,3274.699951171875
2020-01-10,3282.989990234375,3260.860107421875,3281.81005859375,3265.35009765625,3212970000,3265.35009765625
2020-01-13,3288.1298828125,3268.429931640625,3271.1298828125,3288.1298828125,3456380000,3288.1298828125
2020-01-14,3294.25,3277.18994140625,3285.35009765625,3283.14990234375,3665130000,3283.14990234375
2020-01-15,3298.659912109375,3280.68994140625,3282.27001953125,3289.2900390625,3716840000,3289.2900390625
2020-01-16,3317.110107421875,3302.820068359375,3302.969970703125,3316.81005859375,3535080000,3316.81005859375
2020-01-17,3329.8798828125,3318.860107421875,3323.659912109375,3329.6201171875,3698170000,3329.6201171875
2020-01-21,3329.7900390625,3316.610107421875,3321.030029296875,3320.7900390625,4105340000,3320.7900390625
2020-01-22,3337.77001953125,3320.0400390625,3330.02001953125,3321.75,3619850000,3321.75
2020-01-23,3326.8798828125,3301.8701171875,3315.77001953125,3325.5400390625,3764860000,3325.5400390625
2020-01-24,3333.179931640625,3281.530029296875,3333.10009765625,3295.469970703125,3707130000,3295.469970703125
2020-01-27,3258.85009765625,3234.5,3247.159912109375,3243.6298828125,3823100000,3243.6298828125
2020-01-28,3285.780029296875,3253.219970703125,3255.35009765625,3276.239990234375,3526720000,3276.239990234375
2020-01-29,3293.469970703125,3271.889892578125,3289.4599609375,3273.39990234375,3584500000,3273.39990234375
2020-01-30,3285.909912109375,3242.800048828125,3256.449951171875,3283.659912109375,3787250000,3283.659912109375
2020-01-31,3282.330078125,3214.679931640625,3282.330078125,3225.52001953125,4527830000,3225.52001953125
2020-02-03,3268.43994140625,3235.659912109375,3235.659912109375,3248.919921875,3757910000,3248.919921875
2020-02-04,3306.919921875,3280.610107421875,3280.610107421875,3297.590087890625,3995320000,3297.590087890625
2020-02-05,3337.580078125,3313.75,3324.909912109375,3334.68994140625,4117730000,3334.68994140625
2020-02-06,3347.9599609375,3334.389892578125,3344.919921875,3345.780029296875,3868370000,3345.780029296875
2020-02-07,3341.419921875,3322.1201171875,3335.5400390625,3327.7099609375,3730650000,3327.7099609375
2020-02-10,3352.260009765625,3317.77001953125,3318.280029296875,3352.090087890625,3450350000,3352.090087890625
2020-02-11,3375.6298828125,3352.719970703125,3365.8701171875,3357.75,3760550000,3357.75
2020-02-12,3381.469970703125,3369.719970703125,3370.5,3379.449951171875,3926380000,3379.449951171875
2020-02-13,3385.090087890625,3360.52001953125,3365.89990234375,3373.93994140625,3498240000,3373.93994140625
2020-02-14,3380.68994140625,3366.14990234375,3378.080078125,3380.159912109375,3398040000,3380.159912109375
2020-02-18,3375.010009765625,3355.610107421875,3369.0400390625,3370.2900390625,3746720000,3370.2900390625
2020-02-19,3393.52001953125,3378.830078125,3380.389892578125,3386.14990234375,3600150000,3386.14990234375
2020-02-20,3389.14990234375,3341.02001953125,3380.449951171875,3373.22998046875,4007320000,3373.22998046875
2020-02-21,3360.760009765625,3328.449951171875,3360.5,3337.75,3899270000,3337.75
2020-02-24,3259.81005859375,3214.64990234375,3257.610107421875,3225.889892578125,4842960000,3225.889892578125
2020-02-25,3246.989990234375,3118.77001953125,3238.93994140625,3128.2099609375,5591510000,3128.2099609375
2020-02-26,3182.510009765625,3108.989990234375,3139.89990234375,3116.389892578125,5478110000,3116.389892578125
2020-02-27,3097.070068359375,2977.389892578125,3062.5400390625,2978.760009765625,7058840000,2978.760009765625
2020-02-28,2959.719970703125,2855.840087890625,2916.89990234375,2954.219970703125,8563850000,2954.219970703125
2020-03-02,3090.9599609375,2945.18994140625,2974.280029296875,3090.22998046875,6376400000,3090.22998046875
2020-03-03,3136.719970703125,2976.6298828125,3096.4599609375,3003.3701171875,6355940000,3003.3701171875
2020-03-04,3130.969970703125,3034.3798828125,3045.75,3130.1201171875,5035480000,3130.1201171875
2020-03-05,3083.0400390625,2999.830078125,3075.699951171875,3023.93994140625,5575550000,3023.93994140625
2020-03-06,2985.929931640625,2901.5400390625,2954.199951171875,2972.3701171875,6552140000,2972.3701171875
2020-03-09,2863.889892578125,2734.429931640625,2863.889892578125,2746.56005859375,8423050000,2746.56005859375
2020-03-10,2882.590087890625,2734.0,2813.47998046875,2882.22998046875,7635960000,2882.22998046875
2020-03-11,2825.60009765625,2707.219970703125,2825.60009765625,2741.3798828125,7374110000,2741.3798828125
2020-03-12,2660.949951171875,2478.860107421875,2630.860107421875,2480.639892578125,8829380000,2480.639892578125
2020-03-13,2711.330078125,2492.3701171875,2569.989990234375,2711.02001953125,8258670000,2711.02001953125
2020-03-16,2562.97998046875,2380.93994140625,2508.590087890625,2386.1298828125,7781540000,2386.1298828125
2020-03-17,2553.929931640625,2367.0400390625,2425.659912109375,2529.18994140625,8358500000,2529.18994140625
2020-03-18,2453.570068359375,2280.52001953125,2436.5,2398.10009765625,8755780000,2398.10009765625
